,order_id,customer_id,product_id,order_date,quantity,amount,order_status,quantity_numeric,customer_match_status,product_status_match,test_date_clean,test_date_status,clean_amount,row_id,amount_status,reject_reason
74122,ORD00080843,CUST019561,PROD0017,2024-01-12,-1,59226.36,Pending,-1.0,Matched,matched,2024-01-12,valid,59226.36,74122,matched,INVALID_QUANTITY
74263,ORD00046848,CUST012781,PROD0003,2025-07-28,-1,90861.38,Delivered,-1.0,Matched,matched,2025-07-28,valid,90861.38,74263,matched,INVALID_QUANTITY
74312,ORD00026516,CUST004830,PROD0060,2024-03-16,abc,2834.4,Shipped,,Matched,matched,2024-03-16,valid,2834.4,74312,matched,INVALID_QUANTITY
74313,ORD00071692,CUST015994,PROD0007,2025-05-06,,20506.18,Delivered,,Matched,matched,2025-05-06,valid,20506.18,74313,matched,INVALID_QUANTITY
74508,ORD00033738,CUST006029,PROD0064,2022-05-11,2,6257.14,cancelled,2.0,Matched,matched,2022-05-11,valid,11376.62,74508,Mismatched,INVALID_AMOUNT
74566,ORD00025015,CUST004522,PROD0065,2025-10-10,abc,10870.48,Shipped,,Matched,matched,2025-10-10,valid,10870.48,74566,matched,INVALID_QUANTITY
74853,ORD00095231,CUST012519,PROD0071,2022-04-11,abc,1798.22,Delivered,,Matched,matched,2022-04-11,valid,1798.22,74853,matched,INVALID_QUANTITY
74903,ORD00097842,CUST004817,PROD0060,2021-08-17,-5,566.88,Cancelled,-5.0,Matched,matched,2021-08-17,valid,566.88,74903,matched,INVALID_QUANTITY
74935,ORD00054437,CUST005321,PROD0008,2025-05-26,,56010.44,Delivered,,Matched,matched,2025-05-26,valid,56010.44,74935,matched,INVALID_QUANTITY
75027,ORD00025230,CUST013924,PROD0015,2022-03-12,-5,59751.02,Cancelled,-5.0,Matched,matched,2022-03-12,valid,59751.02,75027,matched,INVALID_QUANTITY
75040,ORD00086901,CUST019845,PROD0072,2021-06-27,2,6621.84,delivered,2.0,Matched,matched,2021-06-27,valid,12039.7,75040,Mismatched,INVALID_AMOUNT
75369,ORD00055516,CUST009796,PROD0076,2025-12-24,2,1384.04,pending,2.0,Matched,matched,2025-12-24,valid,2516.44,75369,Mismatched,INVALID_AMOUNT
75403,ORD00076054,CUST011665,PROD0037,2024-02-20,abc,17899.56,Returned,,Matched,matched,2024-02-20,valid,17899.56,75403,matched,INVALID_QUANTITY
75440,ORD00043622,CUST001027,PROD0018,2025-03-04,,22211.07,Delivered,,Matched,matched,2025-03-04,valid,22211.07,75440,matched,INVALID_QUANTITY
75592,ORD00066351,CUST019534,PROD0026,2025-03-15,2,11920.05,shipped,2.0,Matched,matched,2025-03-15,valid,21672.82,75592,Mismatched,INVALID_AMOUNT
75648,ORD00086606,CUST013789,PROD0021,2025-01-26,,49135.2,Delivered,,Matched,matched,2025-01-26,valid,49135.2,75648,matched,INVALID_QUANTITY
76227,ORD00026409,CUST005811,PROD0054,2024-12-15,-5,1022.22,Delivered,-5.0,Matched,matched,2024-12-15,valid,1022.22,76227,matched,INVALID_QUANTITY
76332,ORD00099455,CUST015036,PROD0029,2024-04-12,3,28086.23,shipped,3.0,Matched,matched,2024-04-12,valid,38299.409999999996,76332,Mismatched,INVALID_AMOUNT
76383,ORD00087368,CUST015989,PROD0061,2025-06-30,abc,9466.36,Delivered,,Matched,matched,2025-06-30,valid,9466.36,76383,matched,INVALID_QUANTITY
76637,ORD00094837,CUST014750,PROD0087,2025-09-17,,4551.82,Cancelled,,Matched,matched,2025-09-17,valid,4551.82,76637,matched,INVALID_QUANTITY
77472,ORD00000929,CUST011262,PROD0018,2025-05-14,-2,44422.14,Delivered,-2.0,Matched,matched,2025-05-14,valid,44422.14,77472,matched,INVALID_QUANTITY
77575,ORD00086272,CUST019772,PROD0086,2024-04-03,-1,350.18,Cancelled,-1.0,Matched,matched,2024-04-03,valid,350.18,77575,matched,INVALID_QUANTITY
77867,ORD00063980,CUST012677,PROD0041,2025-04-03,abc,4558.32,Delivered,,Matched,matched,2025-04-03,valid,4558.32,77867,matched,INVALID_QUANTITY
77952,ORD00046448,CUST019981,PROD0094,2025-01-25,2,580.3,cancelled,2.0,Matched,matched,2025-01-25,valid,1055.1,77952,Mismatched,INVALID_AMOUNT
78043,ORD00092214,CUST004923,PROD0004,2023-04-04,,108191.97,Delivered,,Matched,matched,2023-04-04,valid,108191.97,78043,matched,INVALID_QUANTITY
78053,ORD00068692,CUST002353,PROD0082,2025-10-12,,5091.81,Shipped,,Matched,matched,2025-10-12,valid,5091.81,78053,matched,INVALID_QUANTITY
78256,ORD00004261,CUST005873,PROD0080,2023-11-12,abc,1111.6,Pending,,Matched,matched,2023-11-12,valid,1111.6,78256,matched,INVALID_QUANTITY
78305,ORD00059231,CUST013207,PROD0092,2023-04-20,-1,3574.33,Delivered,-1.0,Matched,matched,2023-04-20,valid,3574.33,78305,matched,INVALID_QUANTITY
78510,ORD00076947,CUST000480,PROD0011,2025-06-20,abc,25793.28,Delivered,,Matched,matched,2025-06-20,valid,25793.28,78510,matched,INVALID_QUANTITY
78584,ORD00015826,CUST004794,PROD0064,2024-07-16,2,6257.14,delivered,2.0,Matched,matched,2024-07-16,valid,11376.62,78584,Mismatched,INVALID_AMOUNT
78770,ORD00029446,CUST001570,PROD0001,2023-10-11,abc,28590.98,Pending,,Matched,matched,2023-10-11,valid,28590.98,78770,matched,INVALID_QUANTITY
78939,ORD00079497,CUST019657,PROD0062,2023-05-20,3,1066.89,delivered,3.0,Matched,matched,2023-05-20,valid,1454.85,78939,Mismatched,INVALID_AMOUNT
79033,ORD00018520,CUST014378,PROD0015,2025-06-27,2,32863.06,delivered,2.0,Matched,matched,2025-06-27,valid,59751.02,79033,Mismatched,INVALID_AMOUNT
79074,ORD00039326,CUST000890,PROD0027,2025-04-08,-5,40374.8,Delivered,-5.0,Matched,matched,2025-04-08,valid,40374.8,79074,matched,INVALID_QUANTITY
79134,ORD00057567,CUST019640,PROD0001,2025-11-11,2,31450.08,returned,2.0,Matched,matched,2025-11-11,valid,57181.96,79134,Mismatched,INVALID_AMOUNT
79154,ORD00054664,CUST013263,PROD0063,2024-12-24,-1,1957.06,Delivered,-1.0,Matched,matched,2024-12-24,valid,1957.06,79154,matched,INVALID_QUANTITY
79303,ORD00079679,CUST014437,PROD0044,2021-05-05,0,3318.38,Delivered,0.0,Matched,matched,2021-05-05,valid,3318.38,79303,matched,INVALID_QUANTITY
79372,ORD00006994,CUST003428,PROD0049,2025-06-22,abc,14252.2,Returned,,Matched,matched,2025-06-22,valid,14252.2,79372,matched,INVALID_QUANTITY
79446,ORD00029574,CUST016569,PROD0093,2024-07-09,-5,2326.38,Pending,-5.0,Matched,matched,2024-07-09,valid,2326.38,79446,matched,INVALID_QUANTITY
79465,ORD00048872,CUST007850,PROD0070,2024-07-26,-5,47726.9,Delivered,-5.0,Matched,matched,2024-07-26,valid,47726.9,79465,matched,INVALID_QUANTITY
79507,ORD00033957,CUST005197,PROD0012,2025-03-23,2,52102.99,delivered,2.0,Matched,matched,2025-03-23,valid,94732.7,79507,Mismatched,INVALID_AMOUNT
79609,ORD00031589,CUST018385,PROD0039,2025-12-23,abc,13405.38,Delivered,,Matched,matched,2025-12-23,valid,13405.38,79609,matched,INVALID_QUANTITY
79611,ORD00013656,CUST014970,PROD0086,2025-11-29,2,192.6,delivered,2.0,Matched,matched,2025-11-29,valid,350.18,79611,Mismatched,INVALID_AMOUNT
79733,ORD00005607,CUST015642,PROD0054,2025-10-29,-1,340.74,Pending,-1.0,Matched,matched,2025-10-29,valid,340.74,79733,matched,INVALID_QUANTITY
79745,ORD00011060,CUST000648,PROD0078,2025-08-04,0,169.42,Cancelled,0.0,Matched,matched,2025-08-04,valid,169.42,79745,matched,INVALID_QUANTITY
79839,ORD00056242,CUST000929,PROD0072,2024-12-07,0,12039.7,Delivered,0.0,Matched,matched,2024-12-07,valid,12039.7,79839,matched,INVALID_QUANTITY
79906,ORD00095551,CUST014976,PROD0070,2022-10-03,2,10499.92,delivered,2.0,Matched,matched,2022-10-03,valid,19090.76,79906,Mismatched,INVALID_AMOUNT
80097,ORD00091610,CUST007691,PROD0079,2022-01-06,2,1391.61,returned,2.0,Matched,matched,2022-01-06,valid,2530.2,80097,Mismatched,INVALID_AMOUNT
80351,ORD00020195,CUST010041,PROD0059,2025-03-01,abc,7684.28,Delivered,,Matched,matched,2025-03-01,valid,7684.28,80351,matched,INVALID_QUANTITY
81018,ORD00093763,CUST004044,PROD0096,2021-08-10,2,3321.55,delivered,2.0,Matched,matched,2021-08-10,valid,6039.18,81018,Mismatched,INVALID_AMOUNT
81021,ORD00051387,CUST019870,PROD0078,2024-01-09,,169.42,Pending,,Matched,matched,2024-01-09,valid,169.42,81021,matched,INVALID_QUANTITY
81060,ORD00046804,CUST005820,PROD0071,2025-07-21,-5,3596.44,Pending,-5.0,Matched,matched,2025-07-21,valid,3596.44,81060,matched,INVALID_QUANTITY
81068,ORD00002538,CUST004798,PROD0032,2024-12-18,4,31058.48,delivered,4.0,Matched,matched,2024-12-18,valid,37646.64,81068,Mismatched,INVALID_AMOUNT
81180,ORD00050686,CUST014691,PROD0096,2025-11-08,0,3019.59,Delivered,0.0,Matched,matched,2025-11-08,valid,3019.59,81180,matched,INVALID_QUANTITY
81254,ORD00003591,CUST008718,PROD0074,2024-02-10,,838.22,Delivered,,Matched,matched,2024-02-10,valid,838.22,81254,matched,INVALID_QUANTITY
81386,ORD00083191,CUST012808,PROD0060,2025-07-25,abc,566.88,Delivered,,Matched,matched,2025-07-25,valid,566.88,81386,matched,INVALID_QUANTITY
81419,ORD00093712,CUST017074,PROD0004,2025-06-15,-2,36063.99,Shipped,-2.0,Matched,matched,2025-06-15,valid,36063.99,81419,matched,INVALID_QUANTITY
81428,ORD00078151,CUST014875,PROD0027,2025-12-08,-5,8074.96,Delivered,-5.0,Matched,matched,2025-12-08,valid,8074.96,81428,matched,INVALID_QUANTITY
81749,ORD00013914,CUST010517,PROD0057,2025-09-15,,1501.17,Delivered,,Matched,matched,2025-09-15,valid,1501.17,81749,matched,INVALID_QUANTITY
81792,ORD00027924,CUST009553,PROD0063,2025-05-22,0,3914.12,Delivered,0.0,Matched,matched,2025-05-22,valid,3914.12,81792,matched,INVALID_QUANTITY
81949,ORD00073249,CUST002972,PROD0020,2022-09-28,3,104703.68,delivered,3.0,Matched,matched,2022-09-28,valid,142777.74,81949,Mismatched,INVALID_AMOUNT
82000,ORD00088649,CUST007716,PROD0078,2023-05-28,-1,338.84,Shipped,-1.0,Matched,matched,2023-05-28,valid,338.84,82000,matched,INVALID_QUANTITY
82053,ORD00006655,CUST008736,PROD0048,2024-08-04,0,2437.14,Delivered,0.0,Matched,matched,2024-08-04,valid,2437.14,82053,matched,INVALID_QUANTITY
82327,ORD00060918,CUST006560,PROD0038,2024-09-07,-1,79373.28,Returned,-1.0,Matched,matched,2024-09-07,valid,79373.28,82327,matched,INVALID_QUANTITY
82361,ORD00036139,CUST001851,PROD0078,2023-03-15,4,279.54,cancelled,4.0,Matched,matched,2023-03-15,valid,338.84,82361,Mismatched,INVALID_AMOUNT
82416,ORD00038922,CUST001748,PROD0085,2025-04-12,0,12851.16,Delivered,0.0,Matched,matched,2025-04-12,valid,12851.16,82416,matched,INVALID_QUANTITY
82626,ORD00073747,CUST000070,PROD0040,2024-04-29,abc,14010.56,Shipped,,Matched,matched,2024-04-29,valid,14010.56,82626,matched,INVALID_QUANTITY
82663,ORD00056783,CUST008428,PROD0067,2025-09-10,4,7316.3,delivered,4.0,Matched,matched,2025-09-10,valid,8868.24,82663,Mismatched,INVALID_AMOUNT
82871,ORD00013228,CUST017629,PROD0057,2023-01-06,2,1651.29,shipped,2.0,Matched,matched,2023-01-06,valid,3002.34,82871,Mismatched,INVALID_AMOUNT
83047,ORD00027100,CUST000044,PROD0084,2025-07-22,2,1298.8,pending,2.0,Matched,matched,2025-07-22,valid,2361.46,83047,Mismatched,INVALID_AMOUNT
83071,ORD00023788,CUST009005,PROD0017,2023-04-03,,59226.36,Shipped,,Matched,matched,2023-04-03,valid,59226.36,83071,matched,INVALID_QUANTITY
83336,ORD00098430,CUST000171,PROD0065,2025-04-26,,16305.72,Shipped,,Matched,matched,2025-04-26,valid,16305.72,83336,matched,INVALID_QUANTITY
83397,ORD00092749,CUST012388,PROD0067,2025-09-29,2,2438.77,delivered,2.0,Matched,matched,2025-09-29,valid,4434.12,83397,Mismatched,INVALID_AMOUNT
83993,ORD00081038,CUST004763,PROD0017,2021-07-23,abc,88839.54,Delivered,,Matched,matched,2021-07-23,valid,88839.54,83993,matched,INVALID_QUANTITY
84021,ORD00006864,CUST015443,PROD0090,2021-12-15,-1,4904.58,Delivered,-1.0,Matched,matched,2021-12-15,valid,4904.58,84021,matched,INVALID_QUANTITY
84027,ORD00020491,CUST006107,PROD0041,2025-09-05,-5,4558.32,Delivered,-5.0,Matched,matched,2025-09-05,valid,4558.32,84027,matched,INVALID_QUANTITY
84201,ORD00014483,CUST015627,PROD0093,2024-01-01,-2,1163.19,Delivered,-2.0,Matched,matched,2024-01-01,valid,1163.19,84201,matched,INVALID_QUANTITY
84393,ORD00000322,CUST004745,PROD0073,2024-12-23,2,4943.05,cancelled,2.0,Matched,matched,2024-12-23,valid,8987.36,84393,Mismatched,INVALID_AMOUNT
84449,ORD00017194,CUST013048,PROD0035,2025-10-13,0,104416.74,Delivered,0.0,Matched,matched,2025-10-13,valid,104416.74,84449,matched,INVALID_QUANTITY
84558,ORD00015753,CUST005927,PROD0019,2025-11-29,,21463.84,Delivered,,Matched,matched,2025-11-29,valid,21463.84,84558,matched,INVALID_QUANTITY
84689,ORD00006444,CUST001381,PROD0093,2021-09-26,abc,3489.57,Delivered,,Matched,matched,2021-09-26,valid,3489.57,84689,matched,INVALID_QUANTITY
84831,ORD00071056,CUST014070,PROD0007,2023-01-12,5,90227.19,pending,5.0,Matched,matched,2023-01-12,valid,102530.9,84831,Mismatched,INVALID_AMOUNT
84915,ORD00067239,CUST002019,PROD0018,2024-05-20,-1,44422.14,Delivered,-1.0,Matched,matched,2024-05-20,valid,44422.14,84915,matched,INVALID_QUANTITY
85004,ORD00024457,CUST016856,PROD0007,2024-04-03,,61518.54,Delivered,,Matched,matched,2024-04-03,valid,61518.54,85004,matched,INVALID_QUANTITY
85140,ORD00007912,CUST017485,PROD0086,2022-11-17,6,963.0,cancelled,6.0,Matched,matched,2022-11-17,valid,1050.54,85140,Mismatched,INVALID_AMOUNT
85204,ORD00070027,CUST006021,PROD0090,2025-09-16,2,5395.04,delivered,2.0,Matched,matched,2025-09-16,valid,9809.16,85204,Mismatched,INVALID_AMOUNT
85206,ORD00034758,CUST017440,PROD0052,2025-10-09,2,4805.14,shipped,2.0,Matched,matched,2025-10-09,valid,8736.62,85206,Mismatched,INVALID_AMOUNT
85280,ORD00083258,CUST016175,PROD0010,2025-02-16,abc,2820.76,Cancelled,,Matched,matched,2025-02-16,valid,2820.76,85280,matched,INVALID_QUANTITY
85414,ORD00075976,CUST002686,PROD0038,2025-03-24,,19843.32,Cancelled,,Matched,matched,2025-03-24,valid,19843.32,85414,matched,INVALID_QUANTITY
85655,ORD00014008,CUST005257,PROD0008,2022-05-07,-2,84015.66,Returned,-2.0,Matched,matched,2022-05-07,valid,84015.66,85655,matched,INVALID_QUANTITY
86128,ORD00053922,CUST016706,PROD0084,2024-11-07,abc,1180.73,Shipped,,Matched,matched,2024-11-07,valid,1180.73,86128,matched,INVALID_QUANTITY
86229,ORD00036728,CUST003736,PROD0040,2025-11-20,2,1926.45,cancelled,2.0,Matched,matched,2025-11-20,valid,3502.64,86229,Mismatched,INVALID_AMOUNT
86251,ORD00033306,CUST011446,PROD0056,2023-04-18,0,3372.77,Pending,0.0,Matched,matched,2023-04-18,valid,3372.77,86251,matched,INVALID_QUANTITY
86700,ORD00062269,CUST003478,PROD0030,2022-01-25,2,21489.79,delivered,2.0,Matched,matched,2022-01-25,valid,39072.34,86700,Mismatched,INVALID_AMOUNT
86830,ORD00050842,CUST007657,PROD0060,2021-09-18,5,2494.27,delivered,5.0,Matched,matched,2021-09-18,valid,2834.4,86830,Mismatched,INVALID_AMOUNT
86921,ORD00005040,CUST011075,PROD0049,2022-09-27,-2,7126.1,Returned,-2.0,Matched,matched,2022-09-27,valid,7126.1,86921,matched,INVALID_QUANTITY
86928,ORD00008479,CUST004864,PROD0074,2025-05-17,-2,3352.88,Delivered,-2.0,Matched,matched,2025-05-17,valid,3352.88,86928,matched,INVALID_QUANTITY
87001,ORD00036135,CUST010455,PROD0097,2024-12-24,-1,134.3,Delivered,-1.0,Matched,matched,2024-12-24,valid,134.3,87001,matched,INVALID_QUANTITY
87065,ORD00066030,CUST005019,PROD0014,2025-07-06,5,143890.43,delivered,5.0,Matched,matched,2025-07-06,valid,163511.85,87065,Mismatched,INVALID_AMOUNT
87265,ORD00090269,CUST016483,PROD0093,2025-07-10,-2,1163.19,Shipped,-2.0,Matched,matched,2025-07-10,valid,1163.19,87265,matched,INVALID_QUANTITY
87363,ORD00074631,CUST006603,PROD0048,2025-09-26,-1,2437.14,Delivered,-1.0,Matched,matched,2025-09-26,valid,2437.14,87363,matched,INVALID_QUANTITY
87392,ORD00092255,CUST002403,PROD0086,2022-08-14,-2,350.18,Delivered,-2.0,Matched,matched,2022-08-14,valid,350.18,87392,matched,INVALID_QUANTITY
87670,ORD00002656,CUST003042,PROD0003,2023-05-26,-5,136292.07,Delivered,-5.0,Matched,matched,2023-05-26,valid,136292.07,87670,matched,INVALID_QUANTITY
87880,ORD00091164,CUST018371,PROD0036,2023-10-13,-1,7562.38,Shipped,-1.0,Matched,matched,2023-10-13,valid,7562.38,87880,matched,INVALID_QUANTITY
87902,ORD00056639,CUST013210,PROD0014,2022-04-04,-1,65404.74,Delivered,-1.0,Matched,matched,2022-04-04,valid,65404.74,87902,matched,INVALID_QUANTITY
88202,ORD00044705,CUST000254,PROD0066,2025-04-29,0,14062.08,Shipped,0.0,Matched,matched,2025-04-29,valid,14062.08,88202,matched,INVALID_QUANTITY
88273,ORD00041932,CUST007150,PROD0080,2025-06-25,-2,2779.0,Delivered,-2.0,Matched,matched,2025-06-25,valid,2779.0,88273,matched,INVALID_QUANTITY
88330,ORD00065665,CUST012720,PROD0071,2021-08-07,-2,1798.22,Delivered,-2.0,Matched,matched,2021-08-07,valid,1798.22,88330,matched,INVALID_QUANTITY
88521,ORD00028533,CUST002291,PROD0093,2025-10-26,-1,1163.19,Delivered,-1.0,Matched,matched,2025-10-26,valid,1163.19,88521,matched,INVALID_QUANTITY
89016,ORD00066995,CUST000448,PROD0085,2024-08-18,-1,8567.44,Delivered,-1.0,Matched,matched,2024-08-18,valid,8567.44,89016,matched,INVALID_QUANTITY
89193,ORD00052689,CUST016808,PROD0032,2024-06-14,-2,47058.3,Delivered,-2.0,Matched,matched,2024-06-14,valid,47058.3,89193,matched,INVALID_QUANTITY
89270,ORD00087804,CUST004098,PROD0055,2021-08-25,0,2132.85,Delivered,0.0,Matched,matched,2021-08-25,valid,2132.85,89270,matched,INVALID_QUANTITY
89292,ORD00028550,CUST007745,PROD0096,2025-03-13,-2,15097.95,Pending,-2.0,Matched,matched,2025-03-13,valid,15097.95,89292,matched,INVALID_QUANTITY
89339,ORD00061866,CUST003767,PROD0074,2025-06-13,-2,3352.88,Shipped,-2.0,Matched,matched,2025-06-13,valid,3352.88,89339,matched,INVALID_QUANTITY
89553,ORD00087799,CUST001398,PROD0031,2025-12-11,4,64906.05,cancelled,4.0,Matched,matched,2025-12-11,valid,78674.0,89553,Mismatched,INVALID_AMOUNT
89769,ORD00066939,CUST010486,PROD0029,2025-12-23,,51065.88,Shipped,,Matched,matched,2025-12-23,valid,51065.88,89769,matched,INVALID_QUANTITY
90250,ORD00085860,CUST017525,PROD0076,2025-05-14,-2,1258.22,Delivered,-2.0,Matched,matched,2025-05-14,valid,1258.22,90250,matched,INVALID_QUANTITY
90433,ORD00055818,CUST003264,PROD0023,2023-03-25,-2,8233.76,Pending,-2.0,Matched,matched,2023-03-25,valid,8233.76,90433,matched,INVALID_QUANTITY
90450,ORD00074024,CUST011917,PROD0014,2024-05-20,-2,32702.37,Shipped,-2.0,Matched,matched,2024-05-20,valid,32702.37,90450,matched,INVALID_QUANTITY
90615,ORD00060308,CUST006611,PROD0097,2025-09-19,-5,134.3,Shipped,-5.0,Matched,matched,2025-09-19,valid,134.3,90615,matched,INVALID_QUANTITY
90914,ORD00094863,CUST000696,PROD0098,2025-02-03,-2,2511.08,Returned,-2.0,Matched,matched,2025-02-03,valid,2511.08,90914,matched,INVALID_QUANTITY
90990,ORD00064336,CUST013795,PROD0006,2025-03-29,3,73428.56,delivered,3.0,Matched,matched,2025-03-29,valid,100129.86000000002,90990,Mismatched,INVALID_AMOUNT
91161,ORD00074739,CUST006625,PROD0095,2025-05-01,-5,5369.22,Delivered,-5.0,Matched,matched,2025-05-01,valid,5369.22,91161,matched,INVALID_QUANTITY
91291,ORD00037697,CUST014237,PROD0038,2022-09-26,-2,19843.32,Delivered,-2.0,Matched,matched,2022-09-26,valid,19843.32,91291,matched,INVALID_QUANTITY
91434,ORD00019226,CUST002526,PROD0094,2021-12-02,2,580.3,pending,2.0,Matched,matched,2021-12-02,valid,1055.1,91434,Mismatched,INVALID_AMOUNT
91773,ORD00081039,CUST009609,PROD0065,2024-08-22,-1,5435.24,Delivered,-1.0,Matched,matched,2024-08-22,valid,5435.24,91773,matched,INVALID_QUANTITY
91838,ORD00023643,CUST019811,PROD0021,2025-10-30,-5,12283.8,Shipped,-5.0,Matched,matched,2025-10-30,valid,12283.8,91838,matched,INVALID_QUANTITY
91904,ORD00068679,CUST017023,PROD0029,2024-12-03,,25532.94,Delivered,,Matched,matched,2024-12-03,valid,25532.94,91904,matched,INVALID_QUANTITY
92371,ORD00029485,CUST019883,PROD0048,2024-10-08,-2,9748.56,Returned,-2.0,Matched,matched,2024-10-08,valid,9748.56,92371,matched,INVALID_QUANTITY
92966,ORD00086350,CUST003155,PROD0054,2024-01-14,-2,340.74,Delivered,-2.0,Matched,matched,2024-01-14,valid,340.74,92966,matched,INVALID_QUANTITY
93222,ORD00039111,CUST013409,PROD0015,2025-08-08,0,29875.51,Delivered,0.0,Matched,matched,2025-08-08,valid,29875.51,93222,matched,INVALID_QUANTITY
93286,ORD00093787,CUST002193,PROD0015,2025-06-02,5,131452.24,delivered,5.0,Matched,matched,2025-06-02,valid,149377.55,93286,Mismatched,INVALID_AMOUNT
93355,ORD00017111,CUST019808,PROD0014,2024-07-06,-2,65404.74,Pending,-2.0,Matched,matched,2024-07-06,valid,65404.74,93355,matched,INVALID_QUANTITY
93529,ORD00059433,CUST019042,PROD0003,2025-03-12,-5,136292.07,Pending,-5.0,Matched,matched,2025-03-12,valid,136292.07,93529,matched,INVALID_QUANTITY
93616,ORD00027619,CUST011597,PROD0056,2025-07-11,-2,6745.54,Pending,-2.0,Matched,matched,2025-07-11,valid,6745.54,93616,matched,INVALID_QUANTITY
93672,ORD00058619,CUST004232,PROD0045,2024-03-06,-5,4932.12,Delivered,-5.0,Matched,matched,2024-03-06,valid,4932.12,93672,matched,INVALID_QUANTITY
93675,ORD00036228,CUST014622,PROD0078,2025-08-06,-2,169.42,Returned,-2.0,Matched,matched,2025-08-06,valid,169.42,93675,matched,INVALID_QUANTITY
93684,ORD00011631,CUST003219,PROD0085,2025-09-15,0,8567.44,Shipped,0.0,Matched,matched,2025-09-15,valid,8567.44,93684,matched,INVALID_QUANTITY
93713,ORD00009679,CUST016803,PROD0052,2025-11-20,abc,4368.31,Delivered,,Matched,matched,2025-11-20,valid,4368.31,93713,matched,INVALID_QUANTITY
93800,ORD00071374,CUST016600,PROD0098,2022-08-06,-1,10044.32,Delivered,-1.0,Matched,matched,2022-08-06,valid,10044.32,93800,matched,INVALID_QUANTITY
93945,ORD00094512,CUST003493,PROD0098,2023-05-11,5,11048.75,delivered,5.0,Matched,matched,2023-05-11,valid,12555.4,93945,Mismatched,INVALID_AMOUNT
93980,ORD00045682,CUST002855,PROD0052,2025-02-19,0,4368.31,Delivered,0.0,Matched,matched,2025-02-19,valid,4368.31,93980,matched,INVALID_QUANTITY
94049,ORD00094935,CUST003612,PROD0027,2025-09-12,-2,8074.96,Delivered,-2.0,Matched,matched,2025-09-12,valid,8074.96,94049,matched,INVALID_QUANTITY
94262,ORD00085300,CUST006219,PROD0010,2025-01-16,abc,5641.52,Delivered,,Matched,matched,2025-01-16,valid,5641.52,94262,matched,INVALID_QUANTITY
94472,ORD00034940,CUST008834,PROD0060,2025-08-11,3,1247.14,delivered,3.0,Matched,matched,2025-08-11,valid,1700.6399999999999,94472,Mismatched,INVALID_AMOUNT
94838,ORD00033322,CUST006021,PROD0033,2025-03-18,-5,57794.97,Delivered,-5.0,Matched,matched,2025-03-18,valid,57794.97,94838,matched,INVALID_QUANTITY
94979,ORD00022953,CUST011894,PROD0048,2023-11-13,-1,9748.56,Delivered,-1.0,Matched,matched,2023-11-13,valid,9748.56,94979,matched,INVALID_QUANTITY
95191,ORD00009796,CUST004550,PROD0046,2025-09-03,abc,4883.18,Delivered,,Matched,matched,2025-09-03,valid,4883.18,95191,matched,INVALID_QUANTITY
95391,ORD00073279,CUST003783,PROD0019,2025-05-27,,42927.68,Cancelled,,Matched,matched,2025-05-27,valid,42927.68,95391,matched,INVALID_QUANTITY
95409,ORD00088881,CUST014890,PROD0002,2025-01-04,-2,187245.68,Cancelled,-2.0,Matched,matched,2025-01-04,valid,187245.68,95409,matched,INVALID_QUANTITY
95617,ORD00097181,CUST004283,PROD0052,2025-01-25,-2,4368.31,Pending,-2.0,Matched,matched,2025-01-25,valid,4368.31,95617,matched,INVALID_QUANTITY
95890,ORD00068909,CUST014236,PROD0037,2025-08-24,,17899.56,Cancelled,,Matched,matched,2025-08-24,valid,17899.56,95890,matched,INVALID_QUANTITY
96088,ORD00060017,CUST012520,PROD0098,2025-10-15,-5,10044.32,Delivered,-5.0,Matched,matched,2025-10-15,valid,10044.32,96088,matched,INVALID_QUANTITY
96283,ORD00058867,CUST005002,PROD0006,2025-07-27,-1,33376.62,Delivered,-1.0,Matched,matched,2025-07-27,valid,33376.62,96283,matched,INVALID_QUANTITY
96374,ORD00013633,CUST000754,PROD0076,2022-11-01,2,1384.04,delivered,2.0,Matched,matched,2022-11-01,valid,2516.44,96374,Mismatched,INVALID_AMOUNT
96560,ORD00005255,CUST009638,PROD0058,2022-07-11,abc,2048.33,Returned,,Matched,matched,2022-07-11,valid,2048.33,96560,matched,INVALID_QUANTITY
96604,ORD00043611,CUST002193,PROD0084,2024-05-06,4,3896.41,cancelled,4.0,Matched,matched,2024-05-06,valid,4722.92,96604,Mismatched,INVALID_AMOUNT
96743,ORD00036756,CUST003692,PROD0086,2025-06-21,,175.09,Delivered,,Matched,matched,2025-06-21,valid,175.09,96743,matched,INVALID_QUANTITY
97177,ORD00056460,CUST004506,PROD0052,2023-02-15,abc,8736.62,Delivered,,Matched,matched,2023-02-15,valid,8736.62,97177,matched,INVALID_QUANTITY
97278,ORD00009494,CUST010105,PROD0034,2025-07-04,-2,112613.4,Delivered,-2.0,Matched,matched,2025-07-04,valid,112613.4,97278,matched,INVALID_QUANTITY
97528,ORD00041581,CUST002444,PROD0058,2024-09-13,0,2048.33,Returned,0.0,Matched,matched,2024-09-13,valid,2048.33,97528,matched,INVALID_QUANTITY
97696,ORD00078735,CUST005124,PROD0084,2025-11-16,-1,2361.46,Delivered,-1.0,Matched,matched,2025-11-16,valid,2361.46,97696,matched,INVALID_QUANTITY
97914,ORD00028512,CUST004813,PROD0075,2025-08-12,4,3722.24,delivered,4.0,Matched,matched,2025-08-12,valid,4511.8,97914,Mismatched,INVALID_AMOUNT
